,district,meter,built_year,price_per_meter,room,elevator,parking,storage,floor_en,total_floor,district_code
24968,ابوذر (منطقه ۱۵),58,1384,28793000.0,1,1.0,0.0,1.0,3,4,14
24969,ابوذر (منطقه ۱۵),50,1383,32000000.0,1,1.0,0.0,1.0,4,4,14
24970,ابوذر (منطقه ۱۵),70,1395,41429000.0,2,1.0,1.0,1.0,4,4,14
24971,ابوذر (منطقه ۱۵),77,1386,31818000.0,2,1.0,0.0,1.0,1,1,14
24973,ابوذر (منطقه ۱۵),150,1392,34333000.0,3,1.0,1.0,1.0,1,1,14
24974,ابوذر (منطقه ۱۵),73,1384,34247000.0,2,1.0,1.0,1.0,4,5,14
24975,ابوذر (منطقه ۱۵),60,1383,24667000.0,1,0.0,0.0,0.0,2,2,14
24976,ابوذر (منطقه ۱۵),47,1384,25957000.0,1,0.0,0.0,1.0,1,1,14
24978,ابوذر (منطقه ۱۵),58,1382,34483000.0,1,0.0,1.0,1.0,1,4,14
24979,ابوذر (منطقه ۱۵),100,1400,34000000.0,2,1.0,1.0,0.0,5,5,14
24980,ابوذر (منطقه ۱۵),64,1385,21875000.0,1,0.0,0.0,1.0,2,4,14
24981,ابوذر (منطقه ۱۵),142,1391,30282000.0,3,1.0,0.0,1.0,1,5,14
24982,ابوذر (منطقه ۱۵),94,1391,31915000.0,2,1.0,1.0,1.0,4,5,14
24983,ابوذر (منطقه ۱۵),95,1400,39053000.0,2,1.0,1.0,0.0,2,2,14
24984,ابوذر (منطقه ۱۵),90,1398,40000000.0,2,1.0,1.0,1.0,3,3,14
24985,ابوذر (منطقه ۱۵),54,1392,31481000.0,1,1.0,0.0,0.0,3,5,14
24986,ابوذر (منطقه ۱۵),56,1383,27679000.0,1,1.0,1.0,1.0,4,4,14
24987,ابوذر (منطقه ۱۵),46,1383,30435000.0,1,0.0,1.0,1.0,2,2,14
24988,ابوذر (منطقه ۱۵),118,1390,28814000.0,3,1.0,1.0,1.0,4,4,14
24989,ابوذر (منطقه ۱۵),95,1400,34737000.0,2,1.0,1.0,1.0,1,1,14
24990,ابوذر (منطقه ۱۵),88,1390,34091000.0,2,1.0,0.0,1.0,4,4,14
24991,ابوذر (منطقه ۱۵),60,1383,21667000.0,1,0.0,0.0,1.0,4,4,14
24992,ابوذر (منطقه ۱۵),135,1396,32741000.0,3,1.0,1.0,0.0,3,3,14
24993,ابوذر (منطقه ۱۵),58,1383,25345000.0,1,0.0,0.0,1.0,2,2,14
24994,ابوذر (منطقه ۱۵),102,1386,31863000.0,2,1.0,1.0,1.0,3,3,14
24996,ابوذر (منطقه ۱۵),95,1392,26000000.0,2,1.0,1.0,1.0,6,6,14
24997,ابوذر (منطقه ۱۵),65,1378,25769000.0,1,0.0,0.0,1.0,2,4,14
24998,ابوذر (منطقه ۱۵),61,1385,27869000.0,1,1.0,1.0,1.0,4,5,14
24999,ابوذر (منطقه ۱۵),130,1392,30769000.0,3,1.0,1.0,1.0,4,4,14
25001,ابوذر (منطقه ۱۵),63,1382,26190000.0,2,1.0,1.0,1.0,1,1,14
25003,ابوذر (منطقه ۱۵),57,1380,21930000.0,1,0.0,0.0,1.0,3,3,14
25005,ابوذر (منطقه ۱۵),60,1380,21667000.0,1,0.0,0.0,1.0,1,1,14
25006,ابوذر (منطقه ۱۵),70,1393,32143000.0,2,1.0,0.0,1.0,3,5,14
25008,ابوذر (منطقه ۱۵),92,1400,29000000.0,2,1.0,1.0,1.0,8,8,14
25009,ابوذر (منطقه ۱۵),54,1392,31111000.0,1,1.0,0.0,0.0,3,3,14
25011,ابوذر (منطقه ۱۵),50,1383,28000000.0,1,1.0,0.0,1.0,3,4,14
25012,ابوذر (منطقه ۱۵),110,1400,45000000.0,2,1.0,1.0,1.0,2,5,14
25013,ابوذر (منطقه ۱۵),55,1387,31818000.0,1,1.0,1.0,1.0,1,5,14
25015,ابوذر (منطقه ۱۵),105,1400,32000000.0,2,1.0,1.0,1.0,6,6,14
25016,ابوذر (منطقه ۱۵),73,1382,28767000.0,2,0.0,1.0,1.0,2,2,14
25017,ابوذر (منطقه ۱۵),130,1400,30769000.0,3,1.0,1.0,1.0,1,5,14
25018,ابوذر (منطقه ۱۵),88,1397,36364000.0,2,1.0,1.0,0.0,5,5,14
25020,ابوذر (منطقه ۱۵),80,1400,40000000.0,2,1.0,1.0,1.0,2,5,14
25021,ابوذر (منطقه ۱۵),95,1400,33053000.0,2,1.0,1.0,1.0,3,5,14
25022,ابوذر (منطقه ۱۵),54,1384,29815000.0,1,1.0,0.0,1.0,3,4,14
25023,ابوذر (منطقه ۱۵),47,1395,35106000.0,1,1.0,1.0,0.0,1,5,14
25025,ابوذر (منطقه ۱۵),128,1400,32812000.0,3,1.0,1.0,1.0,1,5,14
25026,ابوذر (منطقه ۱۵),70,1383,34000000.0,2,1.0,0.0,1.0,3,5,14
25027,ابوذر (منطقه ۱۵),76,1383,25000000.0,2,1.0,1.0,1.0,7,9,14
25028,ابوذر (منطقه ۱۵),45,1384,21556000.0,1,0.0,0.0,1.0,3,4,14
25029,ابوذر (منطقه ۱۵),52,1383,25962000.0,1,1.0,0.0,1.0,4,5,14
25030,ابوذر (منطقه ۱۵),69,1381,36957000.0,2,0.0,1.0,1.0,2,2,14
25031,ابوذر (منطقه ۱۵),94,1374,37234000.0,1,0.0,0.0,0.0,1,3,14
25032,ابوذر (منطقه ۱۵),52,1384,25962000.0,1,1.0,0.0,1.0,4,4,14
25033,ابوذر (منطقه ۱۵),110,1388,35000000.0,2,1.0,1.0,1.0,2,2,14
25034,ابوذر (منطقه ۱۵),73,1371,27397000.0,1,0.0,0.0,1.0,2,3,14
25036,ابوذر (منطقه ۱۵),125,1400,36000000.0,3,1.0,1.0,1.0,5,5,14
25037,ابوذر (منطقه ۱۵),62,1391,30000000.0,1,1.0,1.0,1.0,3,5,14
25038,ابوذر (منطقه ۱۵),73,1385,23288000.0,2,0.0,0.0,1.0,3,3,14
25039,ابوذر (منطقه ۱۵),65,1380,28000000.0,1,1.0,0.0,1.0,1,6,14
25040,ابوذر (منطقه ۱۵),103,1380,25500000.0,2,1.0,1.0,1.0,2,9,14
25041,ابوذر (منطقه ۱۵),45,1380,26667000.0,1,0.0,0.0,1.0,1,1,14
25042,ابوذر (منطقه ۱۵),46,1381,27174000.0,1,0.0,0.0,1.0,0,4,14
25043,ابوذر (منطقه ۱۵),57,1384,29825000.0,1,1.0,0.0,1.0,1,5,14
25044,ابوذر (منطقه ۱۵),80,1400,36250000.0,2,1.0,1.0,1.0,4,4,14
25045,ابوذر (منطقه ۱۵),71,1380,20423000.0,2,0.0,0.0,1.0,5,5,14
25046,ابوذر (منطقه ۱۵),60,1382,31667000.0,1,1.0,1.0,1.0,3,3,14
25047,ابوذر (منطقه ۱۵),108,1400,32500000.0,2,1.0,1.0,1.0,3,3,14
25051,ابوذر (منطقه ۱۵),48,1381,25833000.0,1,1.0,0.0,1.0,3,5,14
25052,ابوذر (منطقه ۱۵),77,1379,23377000.0,2,0.0,0.0,1.0,4,4,14
25053,ابوذر (منطقه ۱۵),44,1394,28864000.0,1,1.0,0.0,0.0,2,2,14
25054,ابوذر (منطقه ۱۵),64,1382,22656000.0,2,0.0,0.0,1.0,3,4,14
25055,ابوذر (منطقه ۱۵),61,1387,30000000.0,1,0.0,0.0,1.0,1,4,14
25058,ابوذر (منطقه ۱۵),95,1400,39053000.0,2,1.0,1.0,0.0,5,5,14
25060,ابوذر (منطقه ۱۵),155,1393,35484000.0,3,1.0,1.0,1.0,4,4,14
25061,ابوذر (منطقه ۱۵),52,1383,31154000.0,1,1.0,0.0,1.0,5,5,14
25062,ابوذر (منطقه ۱۵),71,1384,26056000.0,2,0.0,0.0,1.0,2,2,14
25063,ابوذر (منطقه ۱۵),140,1400,40000000.0,3,1.0,1.0,0.0,1,1,14
25064,ابوذر (منطقه ۱۵),66,1382,21364000.0,1,0.0,0.0,1.0,3,4,14
25065,ابوذر (منطقه ۱۵),55,1384,32000000.0,1,1.0,1.0,1.0,2,2,14
25066,ابوذر (منطقه ۱۵),84,1400,36310000.0,2,1.0,1.0,1.0,2,5,14
25068,ابوذر (منطقه ۱۵),75,1383,36667000.0,2,1.0,1.0,1.0,3,5,14
25069,ابوذر (منطقه ۱۵),75,1383,30667000.0,2,1.0,1.0,1.0,3,5,14
25071,ابوذر (منطقه ۱۵),125,1400,33600000.0,3,1.0,1.0,1.0,1,1,14
25072,ابوذر (منطقه ۱۵),70,1392,32143000.0,2,1.0,0.0,1.0,3,3,14
25073,ابوذر (منطقه ۱۵),63,1382,20952000.0,1,0.0,0.0,1.0,4,4,14
25074,ابوذر (منطقه ۱۵),57,1383,26316000.0,1,1.0,0.0,1.0,4,4,14
25075,ابوذر (منطقه ۱۵),121,1400,43636000.0,2,1.0,1.0,1.0,3,3,14
25076,ابوذر (منطقه ۱۵),93,1399,33871000.0,2,1.0,1.0,0.0,1,5,14
25080,ابوذر (منطقه ۱۵),87,1398,35000000.0,2,1.0,1.0,1.0,5,5,14
25082,ابوذر (منطقه ۱۵),71,1381,26056000.0,2,0.0,0.0,1.0,2,2,14
25084,ابوذر (منطقه ۱۵),57,1380,21579000.0,1,0.0,0.0,1.0,0,4,14
25085,ابوذر (منطقه ۱۵),70,1383,29286000.0,2,0.0,1.0,1.0,2,2,14
25086,ابوذر (منطقه ۱۵),63,1384,24603000.0,1,0.0,0.0,1.0,2,2,14
25087,ابوذر (منطقه ۱۵),57,1390,29649000.0,1,1.0,0.0,1.0,4,5,14
25088,ابوذر (منطقه ۱۵),113,1400,45000000.0,2,1.0,1.0,1.0,4,4,14
25089,ابوذر (منطقه ۱۵),112,1387,33304000.0,3,1.0,1.0,1.0,3,5,14
25090,ابوذر (منطقه ۱۵),49,1387,26735000.0,1,1.0,0.0,1.0,4,4,14
25091,ابوذر (منطقه ۱۵),71,1382,25775000.0,2,0.0,0.0,1.0,2,5,14
25092,ابوذر (منطقه ۱۵),63,1400,28000000.0,2,1.0,0.0,1.0,4,4,14
25093,ابوذر (منطقه ۱۵),65,1383,28462000.0,2,0.0,1.0,1.0,1,1,14
25094,ابوذر (منطقه ۱۵),140,1399,41429000.0,3,1.0,1.0,1.0,5,5,14
25095,ابوذر (منطقه ۱۵),54,1383,25926000.0,1,0.0,0.0,1.0,2,2,14
25096,ابوذر (منطقه ۱۵),60,1375,21667000.0,1,0.0,0.0,1.0,3,4,14
25097,ابوذر (منطقه ۱۵),100,1400,38000000.0,2,1.0,1.0,0.0,2,4,14
25098,ابوذر (منطقه ۱۵),72,1375,28889000.0,1,0.0,0.0,1.0,2,3,14
25099,ابوذر (منطقه ۱۵),58,1393,31034000.0,2,1.0,0.0,1.0,1,5,14
25100,ابوذر (منطقه ۱۵),63,1381,27778000.0,2,1.0,1.0,1.0,1,4,14
25101,ابوذر (منطقه ۱۵),51,1380,25000000.0,1,0.0,0.0,1.0,1,4,14
25102,ابوذر (منطقه ۱۵),109,1399,33028000.0,2,1.0,1.0,1.0,1,5,14
25104,ابوذر (منطقه ۱۵),100,1395,35000000.0,2,1.0,1.0,0.0,4,10,14
25105,ابوذر (منطقه ۱۵),80,1399,32500000.0,2,1.0,1.0,1.0,6,6,14
25107,ابوذر (منطقه ۱۵),105,1400,46190000.0,2,1.0,1.0,1.0,1,5,14
25110,ابوذر (منطقه ۱۵),129,1400,32442000.0,3,1.0,1.0,1.0,1,5,14
25113,ابوذر (منطقه ۱۵),84,1383,26190000.0,2,0.0,0.0,0.0,3,4,14
25116,ابوذر (منطقه ۱۵),130,1400,32308000.0,3,1.0,1.0,1.0,2,5,14
25117,ابوذر (منطقه ۱۵),55,1384,23636000.0,1,0.0,1.0,1.0,4,4,14
25118,ابوذر (منطقه ۱۵),91,1400,36264000.0,2,1.0,0.0,1.0,1,4,14
25120,ابوذر (منطقه ۱۵),157,1388,37580000.0,3,1.0,1.0,1.0,5,5,14
25121,ابوذر (منطقه ۱۵),70,1383,26429000.0,2,0.0,0.0,1.0,2,5,14
25122,ابوذر (منطقه ۱۵),78,1400,43000000.0,2,1.0,1.0,1.0,1,5,14
25123,ابوذر (منطقه ۱۵),95,1392,27368000.0,2,1.0,1.0,1.0,6,6,14
25124,ابوذر (منطقه ۱۵),116,1390,34914000.0,2,1.0,1.0,1.0,3,5,14
25125,ابوذر (منطقه ۱۵),77,1381,31169000.0,2,0.0,1.0,1.0,3,3,14
25127,ابوذر (منطقه ۱۵),48,1386,22083000.0,2,0.0,1.0,1.0,0,0,14
25128,ابوذر (منطقه ۱۵),76,1389,34868000.0,2,1.0,1.0,1.0,3,5,14
25129,ابوذر (منطقه ۱۵),129,1398,37597000.0,3,1.0,1.0,1.0,5,5,14
25130,ابوذر (منطقه ۱۵),101,1395,31683000.0,2,1.0,1.0,1.0,2,2,14
25132,ابوذر (منطقه ۱۵),60,1383,27500000.0,1,0.0,1.0,1.0,1,1,14
25133,ابوذر (منطقه ۱۵),53,1384,26415000.0,1,1.0,0.0,1.0,1,4,14
25135,ابوذر (منطقه ۱۵),90,1394,36667000.0,2,1.0,1.0,1.0,5,5,14
25136,ابوذر (منطقه ۱۵),90,1380,20000000.0,2,0.0,0.0,0.0,0,4,14
25137,ابوذر (منطقه ۱۵),60,1385,26333000.0,1,0.0,1.0,1.0,2,2,14
25139,ابوذر (منطقه ۱۵),77,1383,31818000.0,2,1.0,0.0,1.0,1,1,14
25140,ابوذر (منطقه ۱۵),93,1392,29570000.0,2,1.0,1.0,0.0,1,5,14
25142,ابوذر (منطقه ۱۵),115,1385,27826000.0,3,1.0,0.0,1.0,5,5,14
25144,ابوذر (منطقه ۱۵),53,1387,29245000.0,1,0.0,0.0,1.0,3,4,14
25145,ابوذر (منطقه ۱۵),70,1383,26857000.0,2,0.0,1.0,1.0,2,4,14
25146,ابوذر (منطقه ۱۵),113,1400,39823000.0,2,1.0,1.0,1.0,2,5,14
25147,ابوذر (منطقه ۱۵),73,1382,29452000.0,2,0.0,1.0,1.0,1,5,14
25148,ابوذر (منطقه ۱۵),113,1400,45000000.0,2,1.0,1.0,1.0,4,4,14
25150,ابوذر (منطقه ۱۵),59,1383,31356000.0,3,1.0,1.0,1.0,3,5,14
25151,ابوذر (منطقه ۱۵),65,1384,22462000.0,2,0.0,0.0,1.0,4,4,14
25152,ابوذر (منطقه ۱۵),60,1385,28333000.0,1,1.0,0.0,1.0,4,4,14
25153,ابوذر (منطقه ۱۵),58,1392,31724000.0,1,1.0,0.0,1.0,1,5,14
25154,ابوذر (منطقه ۱۵),109,1382,43119000.0,2,1.0,1.0,1.0,5,5,14
25155,ابوذر (منطقه ۱۵),63,1376,30952000.0,1,0.0,1.0,1.0,2,2,14
25156,ابوذر (منطقه ۱۵),108,1400,42000000.0,2,1.0,1.0,0.0,3,5,14
25157,ابوذر (منطقه ۱۵),98,1400,39796000.0,2,1.0,1.0,1.0,3,3,14
25158,ابوذر (منطقه ۱۵),125,1400,42000000.0,3,1.0,1.0,1.0,1,1,14
25161,ابوذر (منطقه ۱۵),48,1386,31250000.0,1,1.0,0.0,1.0,2,12,14
25163,ابوذر (منطقه ۱۵),130,1400,32000000.0,3,1.0,1.0,0.0,1,1,14
25164,ابوذر (منطقه ۱۵),130,1397,32308000.0,3,1.0,1.0,0.0,2,2,14
25167,ابوذر (منطقه ۱۵),95,1387,31579000.0,2,1.0,0.0,1.0,2,2,14
25168,ابوذر (منطقه ۱۵),61,1384,27049000.0,1,0.0,1.0,1.0,1,4,14
25170,ابوذر (منطقه ۱۵),110,1400,45000000.0,2,1.0,1.0,1.0,4,4,14
25171,ابوذر (منطقه ۱۵),60,1383,27500000.0,1,1.0,0.0,1.0,4,4,14
25173,ابوذر (منطقه ۱۵),62,1381,25000000.0,1,0.0,0.0,0.0,2,4,14
25175,ابوذر (منطقه ۱۵),70,1384,21857000.0,1,0.0,0.0,1.0,1,4,14
25176,ابوذر (منطقه ۱۵),49,1391,30612000.0,1,1.0,1.0,1.0,1,5,14
25177,ابوذر (منطقه ۱۵),69,1385,40580000.0,2,1.0,1.0,1.0,0,0,14
25178,ابوذر (منطقه ۱۵),60,1384,24833000.0,1,0.0,1.0,1.0,2,8,14
25181,ابوذر (منطقه ۱۵),57,1384,30351000.0,1,1.0,0.0,1.0,1,5,14
25182,ابوذر (منطقه ۱۵),58,1384,31897000.0,1,1.0,1.0,1.0,3,5,14
25183,ابوذر (منطقه ۱۵),115,1375,34783000.0,2,0.0,1.0,1.0,1,1,14
25184,ابوذر (منطقه ۱۵),66,1385,25303000.0,2,0.0,0.0,1.0,3,4,14
25186,ابوذر (منطقه ۱۵),90,1370,25000000.0,2,0.0,0.0,0.0,2,4,14
25187,ابوذر (منطقه ۱۵),71,1384,19718000.0,2,0.0,0.0,1.0,4,4,14
25188,ابوذر (منطقه ۱۵),109,1385,32110000.0,2,1.0,1.0,1.0,5,5,14
25190,ابوذر (منطقه ۱۵),56,1371,25000000.0,1,0.0,1.0,0.0,1,3,14
25191,ابوذر (منطقه ۱۵),127,1399,42992000.0,2,1.0,1.0,1.0,1,1,14
25192,ابوذر (منطقه ۱۵),60,1385,19167000.0,1,0.0,0.0,1.0,3,4,14
25193,ابوذر (منطقه ۱۵),70,1382,23000000.0,2,0.0,0.0,1.0,4,4,14
25194,ابوذر (منطقه ۱۵),70,1388,35000000.0,2,1.0,0.0,1.0,3,3,14
25195,ابوذر (منطقه ۱۵),82,1388,31707000.0,2,1.0,1.0,1.0,3,5,14
25196,ابوذر (منطقه ۱۵),68,1384,22353000.0,1,0.0,0.0,1.0,1,4,14
25197,ابوذر (منطقه ۱۵),59,1385,26271000.0,1,0.0,1.0,1.0,3,4,14
25198,ابوذر (منطقه ۱۵),70,1383,34286000.0,2,1.0,1.0,0.0,1,1,14
25199,ابوذر (منطقه ۱۵),62,1382,26290000.0,2,1.0,1.0,1.0,1,4,14
25200,ابوذر (منطقه ۱۵),87,1390,30460000.0,2,1.0,0.0,1.0,1,5,14
25201,ابوذر (منطقه ۱۵),67,1388,29851000.0,2,1.0,0.0,1.0,5,5,14
25202,ابوذر (منطقه ۱۵),83,1395,29518000.0,2,1.0,0.0,1.0,6,6,14
25203,ابوذر (منطقه ۱۵),128,1400,30000000.0,3,1.0,1.0,1.0,2,5,14
25204,ابوذر (منطقه ۱۵),89,1397,30337000.0,2,1.0,1.0,1.0,4,5,14
25205,ابوذر (منطقه ۱۵),88,1388,32614000.0,2,1.0,0.0,1.0,2,2,14
25206,ابوذر (منطقه ۱۵),64,1379,23438000.0,2,0.0,1.0,1.0,4,4,14
25207,ابوذر (منطقه ۱۵),92,1382,26087000.0,2,1.0,1.0,0.0,1,5,14
25208,ابوذر (منطقه ۱۵),83,1386,28313000.0,2,1.0,1.0,1.0,3,3,14
25209,ابوذر (منطقه ۱۵),133,1391,33835000.0,3,1.0,1.0,0.0,4,5,14
25210,ابوذر (منطقه ۱۵),60,1383,27500000.0,1,1.0,1.0,1.0,0,5,14
25211,ابوذر (منطقه ۱۵),50,1387,27000000.0,1,1.0,0.0,1.0,4,5,14
25213,ابوذر (منطقه ۱۵),105,1396,33333000.0,2,1.0,1.0,1.0,5,5,14
25214,ابوذر (منطقه ۱۵),60,1388,25500000.0,2,1.0,1.0,1.0,3,5,14
25216,ابوذر (منطقه ۱۵),73,1381,21233000.0,1,0.0,0.0,0.0,3,3,14
25217,ابوذر (منطقه ۱۵),68,1387,35294000.0,2,1.0,0.0,1.0,2,2,14
25219,ابوذر (منطقه ۱۵),100,1400,33000000.0,2,1.0,1.0,1.0,4,5,14
25220,ابوذر (منطقه ۱۵),59,1392,26610000.0,1,1.0,1.0,0.0,1,5,14
25221,ابوذر (منطقه ۱۵),50,1393,28000000.0,1,1.0,0.0,1.0,2,2,14
25222,ابوذر (منطقه ۱۵),97,1400,34021000.0,2,1.0,1.0,1.0,2,5,14
25223,ابوذر (منطقه ۱۵),49,1393,28571000.0,1,1.0,1.0,0.0,1,5,14
25224,ابوذر (منطقه ۱۵),68,1380,20588000.0,1,0.0,1.0,1.0,4,4,14
25225,ابوذر (منطقه ۱۵),60,1387,25833000.0,2,1.0,1.0,1.0,3,3,14
25226,ابوذر (منطقه ۱۵),84,1400,40476000.0,2,1.0,1.0,1.0,0,5,14
25228,ابوذر (منطقه ۱۵),68,1378,29118000.0,1,0.0,1.0,1.0,1,5,14
25229,ابوذر (منطقه ۱۵),68,1380,23529000.0,2,0.0,0.0,1.0,3,3,14
25230,ابوذر (منطقه ۱۵),44,1383,27955000.0,1,1.0,0.0,1.0,4,4,14
25231,ابوذر (منطقه ۱۵),60,1382,28333000.0,1,1.0,0.0,1.0,4,15,14
25232,ابوذر (منطقه ۱۵),58,1383,30517000.0,1,1.0,1.0,1.0,5,5,14
25233,ابوذر (منطقه ۱۵),63,1386,28254000.0,1,1.0,0.0,1.0,2,2,14
25236,ابوذر (منطقه ۱۵),75,1380,18800000.0,2,0.0,0.0,1.0,4,4,14
25237,ابوذر (منطقه ۱۵),53,1385,24528000.0,1,0.0,0.0,1.0,1,4,14
25238,ابوذر (منطقه ۱۵),53,1385,24528000.0,1,0.0,0.0,1.0,1,4,14
25240,ابوذر (منطقه ۱۵),111,1400,45045000.0,2,1.0,1.0,1.0,2,2,14
25241,ابوذر (منطقه ۱۵),80,1400,35625000.0,2,1.0,1.0,1.0,4,4,14
25242,ابوذر (منطقه ۱۵),57,1386,21930000.0,1,0.0,0.0,0.0,3,3,14
25243,ابوذر (منطقه ۱۵),70,1384,20000000.0,2,0.0,0.0,1.0,4,4,14
25244,ابوذر (منطقه ۱۵),83,1379,25904000.0,2,0.0,1.0,1.0,2,4,14
25245,ابوذر (منطقه ۱۵),51,1388,22353000.0,1,0.0,0.0,1.0,3,3,14
25246,ابوذر (منطقه ۱۵),62,1396,23387000.0,1,1.0,1.0,0.0,4,4,14
25248,ابوذر (منطقه ۱۵),62,1384,25806000.0,1,1.0,0.0,1.0,4,4,14
25249,ابوذر (منطقه ۱۵),70,1381,21429000.0,1,0.0,0.0,1.0,3,4,14
25250,ابوذر (منطقه ۱۵),56,1386,23036000.0,1,1.0,0.0,1.0,5,5,14
25251,ابوذر (منطقه ۱۵),59,1382,24576000.0,1,0.0,0.0,1.0,2,5,14
25253,ابوذر (منطقه ۱۵),60,1386,27500000.0,1,1.0,1.0,1.0,3,3,14
25254,ابوذر (منطقه ۱۵),56,1386,23214000.0,1,1.0,0.0,1.0,5,5,14
25255,ابوذر (منطقه ۱۵),70,1384,27143000.0,1,1.0,1.0,1.0,4,4,14
25256,ابوذر (منطقه ۱۵),70,1383,26857000.0,2,0.0,1.0,1.0,2,2,14
25257,ابوذر (منطقه ۱۵),68,1385,29412000.0,2,1.0,0.0,1.0,1,1,14
25258,ابوذر (منطقه ۱۵),55,1380,20909000.0,1,0.0,1.0,1.0,4,12,14
25259,ابوذر (منطقه ۱۵),58,1383,30172000.0,1,1.0,1.0,1.0,1,5,14
25260,ابوذر (منطقه ۱۵),52,1381,25000000.0,1,0.0,0.0,1.0,0,4,14
25261,ابوذر (منطقه ۱۵),67,1388,29851000.0,2,1.0,0.0,1.0,5,5,14
25262,ابوذر (منطقه ۱۵),126,1398,41667000.0,3,1.0,1.0,1.0,5,5,14
25263,ابوذر (منطقه ۱۵),150,1388,38000000.0,3,1.0,1.0,1.0,5,5,14
25264,ابوذر (منطقه ۱۵),100,1394,26000000.0,2,1.0,1.0,1.0,1,5,14
25265,ابوذر (منطقه ۱۵),50,1382,20000000.0,1,0.0,0.0,1.0,4,4,14
25266,ابوذر (منطقه ۱۵),104,1400,31250000.0,2,1.0,1.0,1.0,4,4,14
25267,ابوذر (منطقه ۱۵),57,1384,21579000.0,1,0.0,1.0,1.0,3,3,14
25269,ابوذر (منطقه ۱۵),57,1392,31579000.0,2,1.0,0.0,1.0,1,5,14
25271,ابوذر (منطقه ۱۵),106,1400,33311000.0,2,1.0,1.0,0.0,4,5,14
25272,ابوذر (منطقه ۱۵),78,1399,39744000.0,2,1.0,1.0,1.0,1,1,14
25273,ابوذر (منطقه ۱۵),58,1392,30172000.0,1,1.0,1.0,1.0,3,5,14
25274,ابوذر (منطقه ۱۵),62,1380,19355000.0,1,0.0,0.0,1.0,2,2,14
25275,ابوذر (منطقه ۱۵),58,1384,26552000.0,1,0.0,1.0,1.0,2,2,14
25276,ابوذر (منطقه ۱۵),84,1393,34524000.0,2,1.0,1.0,1.0,3,5,14
25277,ابوذر (منطقه ۱۵),71,1383,33099000.0,2,1.0,0.0,1.0,4,4,14
25279,ابوذر (منطقه ۱۵),118,1382,33051000.0,3,1.0,1.0,1.0,3,5,14
25280,ابوذر (منطقه ۱۵),83,1380,25904000.0,2,0.0,1.0,1.0,2,4,14
25281,ابوذر (منطقه ۱۵),57,1386,28947000.0,1,1.0,1.0,1.0,4,4,14
25282,ابوذر (منطقه ۱۵),68,1391,32353000.0,1,1.0,1.0,1.0,3,3,14
25283,ابوذر (منطقه ۱۵),109,1385,32110000.0,2,1.0,1.0,1.0,5,5,14
25284,ابوذر (منطقه ۱۵),109,1385,33028000.0,2,1.0,1.0,1.0,5,5,14
25285,ابوذر (منطقه ۱۵),64,1385,24062000.0,1,0.0,0.0,1.0,1,4,14
25287,ابوذر (منطقه ۱۵),62,1384,27903000.0,1,1.0,1.0,1.0,3,3,14
25288,ابوذر (منطقه ۱۵),101,1395,28416000.0,2,1.0,1.0,1.0,2,2,14
25289,ابوذر (منطقه ۱۵),54,1385,30556000.0,1,1.0,1.0,1.0,1,1,14
25291,ابوذر (منطقه ۱۵),52,1383,27885000.0,1,1.0,1.0,1.0,2,5,14
25292,ابوذر (منطقه ۱۵),100,1400,32500000.0,2,1.0,1.0,1.0,4,4,14
25293,ابوذر (منطقه ۱۵),97,1400,38144000.0,2,1.0,1.0,0.0,3,5,14
25294,ابوذر (منطقه ۱۵),52,1385,28462000.0,1,0.0,1.0,1.0,1,4,14
25295,ابوذر (منطقه ۱۵),102,1388,34314000.0,2,1.0,1.0,1.0,1,5,14
25296,ابوذر (منطقه ۱۵),61,1386,25410000.0,1,1.0,0.0,1.0,4,5,14
25298,ابوذر (منطقه ۱۵),65,1381,30000000.0,1,0.0,1.0,1.0,0,4,14
25299,ابوذر (منطقه ۱۵),97,1400,42546000.0,2,1.0,1.0,1.0,3,4,14
25300,ابوذر (منطقه ۱۵),138,1397,36957000.0,3,1.0,1.0,1.0,3,3,14
25301,ابوذر (منطقه ۱۵),68,1382,25735000.0,2,0.0,0.0,1.0,1,1,14
25302,ابوذر (منطقه ۱۵),53,1382,27736000.0,1,0.0,1.0,1.0,1,5,14
25304,ابوذر (منطقه ۱۵),62,1384,27097000.0,2,0.0,1.0,1.0,2,2,14
25305,ابوذر (منطقه ۱۵),67,1390,34328000.0,1,1.0,1.0,1.0,3,3,14
25306,ابوذر (منطقه ۱۵),128,1391,30469000.0,2,1.0,1.0,1.0,4,5,14
25307,ابوذر (منطقه ۱۵),80,1400,31250000.0,2,1.0,1.0,1.0,3,3,14
25308,ابوذر (منطقه ۱۵),78,1392,28205000.0,2,1.0,1.0,1.0,4,5,14
25309,ابوذر (منطقه ۱۵),122,1400,45000000.0,2,1.0,1.0,1.0,4,4,14
25310,ابوذر (منطقه ۱۵),67,1384,24925000.0,2,1.0,0.0,1.0,5,5,14
25311,ابوذر (منطقه ۱۵),66,1383,21212000.0,1,0.0,0.0,1.0,2,4,14
25312,ابوذر (منطقه ۱۵),64,1378,26562000.0,1,0.0,1.0,1.0,3,3,14
25313,ابوذر (منطقه ۱۵),65,1380,27692000.0,1,0.0,0.0,1.0,1,1,14
25314,ابوذر (منطقه ۱۵),107,1400,33626000.0,2,1.0,1.0,0.0,4,4,14
25315,ابوذر (منطقه ۱۵),101,1390,34653000.0,2,1.0,1.0,1.0,2,2,14
