,district,meter,built_year,price_per_meter,room,elevator,parking,storage,floor_en,total_floor,district_code
1,اسکندری,83,1389,26506000.0,2,0.0,0.0,1.0,2,4,25
2,اسکندری,49,1380,23265000.0,1,0.0,0.0,1.0,1,1,25
3,اسکندری,50,1383,30000000.0,1,0.0,1.0,1.0,3,3,25
4,اسکندری,53,1378,26415000.0,1,0.0,0.0,0.0,2,4,25
5,اسکندری,42,1400,40000000.0,1,1.0,0.0,1.0,3,4,25
6,اسکندری,37,1382,24865000.0,1,0.0,0.0,1.0,0,0,25
7,اسکندری,86,1398,36977000.0,2,1.0,1.0,1.0,1,1,25
8,اسکندری,60,1395,33333000.0,1,1.0,1.0,1.0,1,1,25
9,اسکندری,62,1396,26290000.0,1,1.0,0.0,1.0,1,4,25
10,اسکندری,38,1381,21579000.0,1,0.0,1.0,1.0,0,0,25
11,اسکندری,62,1388,29032000.0,1,1.0,1.0,1.0,4,4,25
12,اسکندری,74,1399,34865000.0,2,1.0,1.0,1.0,3,3,25
13,اسکندری,50,1381,22800000.0,1,0.0,0.0,1.0,2,2,25
14,اسکندری,45,1383,24444000.0,1,0.0,0.0,1.0,3,3,25
16,اسکندری,59,1400,37119000.0,1,1.0,0.0,1.0,4,4,25
17,اسکندری,78,1381,34615000.0,2,0.0,0.0,1.0,1,4,25
19,جمال‌زاده,135,1400,37037000.0,3,1.0,1.0,1.0,5,5,65
20,اسکندری,86,1388,29070000.0,2,0.0,0.0,1.0,2,2,25
21,اسکندری,48,1379,25000000.0,1,0.0,0.0,0.0,3,3,25
22,اسکندری,42,1378,23452000.0,1,0.0,0.0,1.0,3,4,25
23,اسکندری,84,1398,35714000.0,2,1.0,1.0,1.0,1,1,25
24,اسکندری,53,1383,21887000.0,1,0.0,0.0,1.0,3,3,25
25,اسکندری,39,1380,24359000.0,1,0.0,1.0,1.0,0,0,25
26,اسکندری,30,1376,25667000.0,0,0.0,0.0,1.0,0,0,25
27,اسکندری,60,1390,30833000.0,2,1.0,1.0,0.0,4,4,25
28,اسکندری,62,1392,43548000.0,2,1.0,1.0,1.0,3,4,25
29,اسکندری,38,1381,25000000.0,1,0.0,1.0,1.0,0,0,25
30,اسکندری,74,1382,18919000.0,2,0.0,0.0,1.0,4,4,25
31,اسکندری,51,1380,32353000.0,1,0.0,1.0,1.0,3,3,25
32,اسکندری,46,1388,25435000.0,1,0.0,0.0,1.0,3,4,25
33,اسکندری,86,1397,34884000.0,2,1.0,1.0,1.0,3,5,25
34,اسکندری,75,1395,36000000.0,2,1.0,1.0,1.0,5,5,25
35,اسکندری,85,1398,38824000.0,2,1.0,1.0,1.0,1,1,25
36,اسکندری,75,1398,36667000.0,2,1.0,1.0,1.0,5,5,25
37,اسکندری,103,1370,23981000.0,2,0.0,0.0,0.0,2,4,25
38,اسکندری,49,1383,22245000.0,1,0.0,0.0,1.0,3,4,25
39,اسکندری,78,1378,25000000.0,1,0.0,0.0,1.0,1,1,25
40,اسکندری,45,1371,26222000.0,1,0.0,0.0,1.0,3,3,25
41,اسکندری,55,1387,22727000.0,1,0.0,0.0,1.0,4,4,25
42,اسکندری,50,1383,34000000.0,1,0.0,1.0,1.0,1,1,25
43,اسکندری,33,1380,27879000.0,1,0.0,0.0,0.0,2,4,25
44,اسکندری,35,1383,28429000.0,1,0.0,0.0,1.0,0,3,25
46,اسکندری,45,1371,26222000.0,1,0.0,0.0,1.0,3,3,25
47,اسکندری,54,1383,19815000.0,1,0.0,0.0,1.0,0,4,25
48,اسکندری,83,1400,27711000.0,2,1.0,0.0,1.0,1,1,25
49,اسکندری,37,1381,24865000.0,1,0.0,1.0,1.0,0,4,25
51,اسکندری,49,1380,23265000.0,1,0.0,0.0,1.0,1,1,25
52,اسکندری,55,1390,32727000.0,1,1.0,1.0,0.0,5,5,25
53,اسکندری,86,1400,33721000.0,2,1.0,1.0,1.0,3,3,25
54,اسکندری,54,1377,27778000.0,1,0.0,0.0,1.0,2,2,25
55,اسکندری,52,1381,20962000.0,1,0.0,0.0,1.0,0,0,25
56,اسکندری,49,1385,23265000.0,1,0.0,0.0,1.0,2,4,25
57,اسکندری,70,1400,39286000.0,2,1.0,1.0,1.0,2,4,25
58,اسکندری,53,1376,28302000.0,1,0.0,0.0,1.0,2,3,25
59,اسکندری,50,1381,26000000.0,1,0.0,0.0,1.0,3,4,25
60,اسکندری,65,1387,18462000.0,2,0.0,0.0,1.0,4,4,25
61,اسکندری,50,1382,22000000.0,1,0.0,0.0,1.0,2,4,25
62,اسکندری,65,1375,21538000.0,1,0.0,0.0,1.0,3,4,25
63,اسکندری,74,1380,27027000.0,2,0.0,1.0,1.0,3,3,25
64,اسکندری,68,1381,28676000.0,2,0.0,1.0,1.0,2,4,25
65,اسکندری,85,1399,35882000.0,2,1.0,1.0,1.0,1,5,25
66,اسکندری,34,1380,18529000.0,1,0.0,0.0,1.0,0,-1,25
67,اسکندری,75,1382,19133000.0,2,0.0,0.0,1.0,3,4,25
68,اسکندری,33,1380,28182000.0,1,0.0,0.0,0.0,2,3,25
69,اسکندری,57,1380,22719000.0,1,0.0,0.0,1.0,1,1,25
70,اسکندری,45,1380,22000000.0,1,0.0,0.0,1.0,3,3,25
71,اسکندری,75,1385,29333000.0,2,0.0,1.0,1.0,3,3,25
72,اسکندری,55,1389,28182000.0,1,0.0,0.0,1.0,0,3,25
73,اسکندری,46,1388,25435000.0,1,0.0,0.0,1.0,3,4,25
74,اسکندری,52,1379,26923000.0,1,0.0,0.0,0.0,2,4,25
75,اسکندری,70,1400,35714000.0,2,1.0,1.0,1.0,3,3,25
76,اسکندری,58,1375,15517000.0,1,0.0,0.0,0.0,3,3,25
77,اسکندری,115,1400,30435000.0,2,1.0,1.0,1.0,1,6,25
78,اسکندری,42,1385,25000000.0,1,0.0,0.0,1.0,3,3,25
79,اسکندری,85,1398,35294000.0,2,1.0,1.0,1.0,1,1,25
80,اسکندری,59,1383,22034000.0,2,0.0,0.0,1.0,1,1,25
81,اسکندری,80,1390,25250000.0,2,0.0,1.0,1.0,4,4,25
82,اسکندری,65,1400,33846000.0,2,1.0,1.0,1.0,1,1,25
83,اسکندری,73,1381,19178000.0,2,0.0,0.0,1.0,4,4,25
84,اسکندری,40,1379,23000000.0,1,0.0,0.0,1.0,2,2,25
85,اسکندری,87,1399,33333000.0,2,1.0,1.0,1.0,1,5,25
86,اسکندری,54,1388,25926000.0,1,0.0,1.0,1.0,3,3,25
87,اسکندری,47,1389,24681000.0,1,0.0,0.0,1.0,3,3,25
88,اسکندری,50,1385,21000000.0,2,0.0,0.0,1.0,3,3,25
89,اسکندری,78,1371,26923000.0,2,0.0,0.0,1.0,2,2,25
90,اسکندری,37,1384,23514000.0,1,0.0,0.0,0.0,3,3,25
91,اسکندری,126,1376,39683000.0,3,0.0,1.0,1.0,1,4,25
92,اسکندری,40,1397,36250000.0,1,1.0,0.0,1.0,4,4,25
93,اسکندری,53,1375,19811000.0,1,0.0,0.0,1.0,1,1,25
94,اسکندری,74,1389,28378000.0,2,0.0,1.0,1.0,2,2,25
96,اسکندری,55,1400,35500000.0,1,1.0,0.0,1.0,3,3,25
97,اسکندری,60,1394,20833000.0,1,1.0,1.0,1.0,1,4,25
98,اسکندری,42,1387,27381000.0,1,0.0,0.0,1.0,1,1,25
99,اسکندری,63,1376,21905000.0,2,0.0,0.0,1.0,0,0,25
100,اسکندری,50,1383,22000000.0,1,0.0,0.0,1.0,1,1,25
101,اسکندری,44,1383,21591000.0,1,0.0,0.0,0.0,3,3,25
102,اسکندری,51,1381,27451000.0,1,0.0,0.0,1.0,3,4,25
103,اسکندری,130,1400,40000000.0,2,1.0,1.0,0.0,5,5,25
104,اسکندری,100,1400,27000000.0,2,1.0,1.0,0.0,6,6,25
105,اسکندری,56,1388,20536000.0,1,0.0,0.0,0.0,3,3,25
107,اسکندری,56,1383,27679000.0,2,0.0,0.0,1.0,2,2,25
108,اسکندری,76,1371,25658000.0,1,0.0,0.0,1.0,2,2,25
109,اسکندری,115,1400,32609000.0,2,1.0,1.0,1.0,3,3,25
110,اسکندری,53,1380,18679000.0,1,0.0,0.0,1.0,1,1,25
111,اسکندری,110,1400,41818000.0,2,1.0,1.0,0.0,4,5,25
113,اسکندری,130,1400,36000000.0,3,1.0,1.0,1.0,4,5,25
114,اسکندری,55,1392,29727000.0,1,1.0,0.0,1.0,1,4,25
115,اسکندری,247,1370,35000000.0,5,0.0,0.0,1.0,1,3,25
116,اسکندری,66,1385,25530000.0,2,0.0,0.0,1.0,2,2,25
117,اسکندری,40,1376,27500000.0,1,0.0,0.0,0.0,1,1,25
118,اسکندری,56,1395,23036000.0,1,1.0,1.0,1.0,2,2,25
119,اسکندری,55,1384,18000000.0,2,0.0,0.0,0.0,3,4,25
120,اسکندری,130,1400,37692000.0,2,1.0,1.0,1.0,5,5,25
121,اسکندری,47,1377,15319000.0,2,0.0,0.0,1.0,0,4,25
122,اسکندری,85,1399,34118000.0,2,1.0,1.0,1.0,1,1,25
123,اسکندری,83,1371,24217000.0,2,0.0,1.0,1.0,3,3,25
124,اسکندری,35,1385,24857000.0,1,0.0,0.0,1.0,0,4,25
125,اسکندری,55,1390,23636000.0,1,1.0,1.0,0.0,2,2,25
126,اسکندری,49,1392,18776000.0,1,1.0,0.0,0.0,1,1,25
127,اسکندری,57,1391,28070000.0,1,0.0,1.0,1.0,2,4,25
128,اسکندری,43,1376,21860000.0,1,0.0,0.0,0.0,1,5,25
129,اسکندری,48,1380,25000000.0,1,0.0,0.0,1.0,4,4,25
130,اسکندری,84,1397,35714000.0,2,1.0,1.0,1.0,1,5,25
131,اسکندری,56,1394,29464000.0,1,1.0,1.0,1.0,1,1,25
132,اسکندری,57,1393,28947000.0,1,1.0,1.0,1.0,1,4,25
133,اسکندری,61,1382,24590000.0,2,0.0,0.0,1.0,2,2,25
134,اسکندری,56,1392,29464000.0,1,1.0,1.0,1.0,1,1,25
135,اسکندری,53,1395,32075000.0,1,1.0,0.0,1.0,2,2,25
136,اسکندری,42,1384,23810000.0,1,0.0,0.0,1.0,3,4,25
137,اسکندری,48,1376,27083000.0,1,0.0,0.0,0.0,2,2,25
138,اسکندری,132,1400,37121000.0,2,1.0,1.0,1.0,5,5,25
139,اسکندری,40,1380,32500000.0,1,0.0,0.0,1.0,2,4,25
140,اسکندری,42,1382,23810000.0,1,0.0,0.0,0.0,2,2,25
141,اسکندری,47,1375,15319000.0,2,0.0,0.0,1.0,0,-1,25
142,اسکندری,55,1400,35455000.0,1,1.0,0.0,1.0,3,5,25
143,اسکندری,48,1378,15625000.0,2,0.0,0.0,1.0,0,4,25
144,اسکندری,57,1392,28947000.0,1,1.0,1.0,0.0,1,1,25
145,اسکندری,90,1396,38000000.0,2,1.0,1.0,0.0,3,4,25
147,اسکندری,43,1387,27907000.0,1,0.0,0.0,1.0,1,4,25
148,اسکندری,47,1373,20000000.0,1,0.0,0.0,1.0,4,4,25
149,اسکندری,130,1400,39000000.0,2,1.0,1.0,1.0,3,3,25
150,اسکندری,72,1384,29861000.0,2,0.0,1.0,1.0,1,1,25
151,اسکندری,68,1380,21324000.0,2,0.0,0.0,1.0,4,4,25
152,اسکندری,69,1400,39855000.0,2,1.0,1.0,1.0,4,4,25
153,اسکندری,56,1395,32143000.0,1,1.0,1.0,1.0,1,1,25
154,اسکندری,68,1400,38471000.0,2,1.0,1.0,1.0,4,4,25
155,اسکندری,85,1397,35294000.0,2,1.0,1.0,1.0,2,2,25
156,اسکندری,105,1382,26667000.0,2,0.0,0.0,1.0,3,3,25
157,اسکندری,63,1390,32540000.0,2,1.0,1.0,1.0,3,3,25
158,اسکندری,82,1388,27439000.0,2,0.0,0.0,1.0,4,4,25
159,اسکندری,68,1400,37500000.0,2,1.0,1.0,1.0,3,4,25
160,اسکندری,50,1389,28000000.0,2,0.0,1.0,1.0,2,2,25
161,اسکندری,52,1388,28846000.0,2,0.0,1.0,1.0,1,4,25
162,اسکندری,56,1391,32143000.0,1,1.0,1.0,0.0,1,1,25
163,اسکندری,50,1387,32000000.0,2,0.0,1.0,1.0,2,2,25
164,اسکندری,37,1375,27027000.0,1,0.0,0.0,0.0,0,0,25
167,اسکندری,74,1375,21622000.0,2,0.0,0.0,1.0,3,3,25
168,اسکندری,76,1396,36842000.0,2,1.0,1.0,1.0,5,5,25
169,اسکندری,38,1385,25000000.0,1,0.0,0.0,0.0,2,2,25
170,اسکندری,44,1382,28409000.0,1,0.0,1.0,1.0,1,4,25
171,اسکندری,70,1399,27143000.0,2,1.0,1.0,1.0,4,5,25
172,اسکندری,37,1375,27027000.0,1,0.0,0.0,0.0,0,0,25
173,اسکندری,58,1400,34138000.0,1,1.0,0.0,1.0,3,3,25
174,اسکندری,77,1397,36364000.0,2,1.0,1.0,1.0,5,5,25
175,اسکندری,59,1385,35593000.0,1,0.0,1.0,1.0,1,8,25
176,اسکندری,135,1370,28148000.0,3,0.0,0.0,0.0,1,1,25
178,اسکندری,62,1383,21452000.0,2,0.0,0.0,1.0,1,1,25
179,اسکندری,48,1371,22917000.0,2,0.0,0.0,1.0,4,4,25
180,اسکندری,57,1391,30702000.0,1,1.0,1.0,1.0,1,1,25
181,اسکندری,37,1375,27027000.0,1,0.0,0.0,0.0,0,4,25
182,اسکندری,57,1393,29649000.0,1,1.0,1.0,1.0,1,1,25
183,اسکندری,68,1380,21324000.0,2,0.0,0.0,1.0,3,3,25
184,اسکندری,80,1398,32500000.0,2,1.0,1.0,1.0,5,5,25
185,اسکندری,38,1392,28000000.0,1,0.0,0.0,0.0,4,4,25
186,اسکندری,56,1391,32679000.0,1,1.0,1.0,1.0,1,1,25
187,اسکندری,57,1392,30175000.0,1,1.0,1.0,1.0,1,1,25
188,اسکندری,70,1400,37143000.0,2,1.0,1.0,1.0,3,3,25
189,اسکندری,68,1380,21765000.0,2,0.0,0.0,1.0,4,4,25
190,اسکندری,57,1391,30702000.0,1,1.0,1.0,1.0,1,1,25
192,اسکندری,55,1382,17273000.0,1,0.0,0.0,1.0,0,0,25
193,اسکندری,52,1382,20769000.0,1,0.0,0.0,0.0,0,0,25
194,اسکندری,48,1380,22917000.0,1,0.0,0.0,1.0,4,4,25
195,اسکندری,56,1382,22321000.0,1,0.0,0.0,0.0,0,0,25
196,اسکندری,55,1382,22727000.0,1,0.0,0.0,0.0,0,4,25
197,اسکندری,86,1388,26744000.0,2,0.0,1.0,1.0,2,2,25
198,اسکندری,45,1384,23333000.0,1,0.0,1.0,1.0,3,4,25
200,اسکندری,52,1381,21154000.0,1,0.0,0.0,0.0,0,0,25
201,اسکندری,220,1371,25909000.0,5,0.0,0.0,0.0,1,1,25
202,اسکندری,63,1391,35000000.0,2,1.0,1.0,1.0,3,3,25
203,اسکندری,41,1398,31951000.0,1,1.0,0.0,1.0,2,4,25
204,اسکندری,65,1391,32308000.0,2,1.0,1.0,1.0,4,4,25
205,اسکندری,112,1388,24107000.0,2,1.0,1.0,1.0,2,4,25
206,اسکندری,54,1373,27407000.0,1,0.0,0.0,1.0,1,4,25
208,اسکندری,50,1381,26000000.0,1,0.0,1.0,1.0,3,3,25
209,اسکندری,77,1391,24286000.0,2,0.0,1.0,1.0,4,4,25
210,اسکندری,67,1392,31343000.0,1,1.0,0.0,0.0,2,4,25
211,اسکندری,56,1391,32143000.0,1,1.0,1.0,0.0,1,4,25
212,اسکندری,57,1391,26316000.0,1,0.0,1.0,0.0,2,3,25
213,اسکندری,55,1378,23091000.0,1,0.0,0.0,1.0,3,4,25
214,اسکندری,130,1400,37692000.0,2,1.0,1.0,1.0,3,3,25
215,اسکندری,50,1380,24400000.0,2,0.0,0.0,1.0,3,4,25
216,اسکندری,55,1382,23636000.0,1,0.0,0.0,1.0,2,4,25
217,اسکندری,60,1375,20000000.0,2,0.0,0.0,1.0,0,3,25
218,آشتیانی,84,1378,26429000.0,2,0.0,0.0,1.0,2,7,8
219,آشتیانی,135,1400,51852000.0,3,1.0,1.0,1.0,4,5,8
220,آشتیانی,173,1400,48324000.0,3,1.0,1.0,1.0,3,5,8
221,آشتیانی,135,1400,47333000.0,3,1.0,1.0,1.0,2,5,8
222,آشتیانی,92,1392,39130000.0,2,1.0,1.0,1.0,1,5,8
223,آشتیانی,125,1400,42160000.0,3,1.0,1.0,1.0,4,5,8
224,آشتیانی,137,1388,38686000.0,2,1.0,1.0,1.0,1,5,8
225,آشتیانی,105,1390,45238000.0,2,1.0,1.0,1.0,2,2,8
226,آشتیانی,108,1400,41389000.0,2,1.0,1.0,1.0,1,5,8
227,آشتیانی,80,1378,26875000.0,2,0.0,1.0,0.0,3,3,8
228,آشتیانی,70,1385,33571000.0,2,0.0,0.0,1.0,2,2,8
229,آشتیانی,116,1394,45948000.0,3,1.0,1.0,1.0,4,5,8
230,آشتیانی,78,1383,29487000.0,2,0.0,1.0,1.0,4,4,8
231,آشتیانی,102,1380,34902000.0,2,0.0,1.0,1.0,2,4,8
232,آشتیانی,95,1370,33684000.0,2,0.0,1.0,1.0,2,2,8
233,آشتیانی,63,1384,35397000.0,1,1.0,1.0,1.0,5,5,8
234,آشتیانی,62,1380,30645000.0,1,0.0,1.0,1.0,3,4,8
235,آشتیانی,104,1400,42981000.0,2,1.0,1.0,0.0,3,5,8
236,آشتیانی,117,1393,40171000.0,2,1.0,1.0,1.0,2,5,8
237,آشتیانی,65,1385,32308000.0,2,0.0,1.0,1.0,3,3,8
238,آشتیانی,95,1375,36842000.0,2,0.0,1.0,1.0,1,1,8
239,آشتیانی,73,1381,30822000.0,2,0.0,0.0,1.0,2,4,8
240,آشتیانی,84,1384,31429000.0,2,1.0,1.0,1.0,1,5,8
241,آشتیانی,85,1378,25588000.0,2,0.0,0.0,1.0,4,4,8
242,آشتیانی,67,1384,28358000.0,1,1.0,0.0,1.0,2,5,8
244,آشتیانی,62,1383,30645000.0,1,0.0,1.0,1.0,3,4,8
245,آشتیانی,80,1377,31500000.0,2,0.0,0.0,1.0,2,2,8
246,آشتیانی,65,1383,33077000.0,2,1.0,0.0,1.0,0,15,8
248,آشتیانی,82,1377,26524000.0,2,0.0,0.0,1.0,4,4,8
249,آشتیانی,90,1370,27778000.0,2,0.0,1.0,1.0,4,4,8
250,آشتیانی,177,1400,44633000.0,3,1.0,1.0,1.0,3,6,8
251,آشتیانی,64,1380,28906000.0,2,0.0,0.0,0.0,3,5,8
252,آشتیانی,80,1388,30750000.0,2,1.0,0.0,1.0,3,5,8
253,آشتیانی,110,1400,12400000.0,2,1.0,1.0,1.0,13,13,8
254,آشتیانی,127,1392,38000000.0,3,1.0,1.0,1.0,2,5,8
255,آشتیانی,173,1400,48000000.0,3,1.0,1.0,1.0,3,3,8
256,آشتیانی,93,1386,35484000.0,2,1.0,0.0,1.0,1,5,8
257,آشتیانی,120,1400,47500000.0,2,1.0,1.0,0.0,3,5,8
258,آشتیانی,87,1400,42529000.0,2,1.0,1.0,0.0,1,5,8
259,آشتیانی,73,1384,26712000.0,2,0.0,0.0,1.0,3,4,8
260,آشتیانی,80,1375,33750000.0,2,0.0,1.0,1.0,2,3,8
261,آشتیانی,47,1377,31489000.0,1,0.0,0.0,1.0,1,2,8
262,آشتیانی,53,1376,25472000.0,1,0.0,0.0,1.0,1,4,8
263,آشتیانی,75,1383,29200000.0,2,1.0,0.0,1.0,4,4,8
264,آشتیانی,65,1385,32308000.0,2,0.0,1.0,1.0,3,3,8
265,آشتیانی,115,1400,44783000.0,2,1.0,1.0,1.0,1,1,8
266,آشتیانی,80,1380,25000000.0,2,0.0,0.0,1.0,4,4,8
267,آشتیانی,173,1370,20231000.0,3,0.0,0.0,0.0,1,4,8
268,آشتیانی,75,1388,36000000.0,2,1.0,0.0,1.0,1,1,8
269,آشتیانی,85,1387,27000000.0,2,0.0,1.0,1.0,4,4,8
270,آشتیانی,91,1370,34187000.0,2,0.0,1.0,1.0,2,3,8
272,آشتیانی,84,1370,26786000.0,2,0.0,0.0,1.0,2,2,8
273,آشتیانی,74,1381,30811000.0,2,1.0,0.0,1.0,4,4,8
274,آشتیانی,96,1396,39583000.0,2,1.0,1.0,1.0,1,6,8
276,آشتیانی,96,1397,36458000.0,2,1.0,1.0,1.0,1,1,8
278,آشتیانی,144,1400,45833000.0,3,1.0,1.0,1.0,2,2,8
279,آشتیانی,80,1379,26250000.0,2,0.0,0.0,1.0,4,4,8
280,آشتیانی,130,1384,34615000.0,3,1.0,1.0,1.0,3,3,8
281,آشتیانی,80,1370,43750000.0,2,0.0,0.0,1.0,1,1,8
282,ایوانک,140,1400,11400000.0,3,1.0,1.0,1.0,11,11,46
284,ایوانک,103,1400,48544000.0,2,1.0,1.0,1.0,11,11,46
285,ایوانک,108,1388,72222000.0,2,1.0,1.0,1.0,4,4,46
286,ایوانک,163,1380,76687000.0,2,1.0,1.0,1.0,4,4,46
287,ایوانک,121,1385,74959000.0,2,1.0,1.0,1.0,4,9,46
288,ایوانک,146,1382,68493000.0,3,1.0,1.0,1.0,4,4,46
290,ایوانک,108,1380,72222000.0,2,1.0,1.0,1.0,2,2,46
291,ایوانک,130,1392,93077000.0,3,1.0,1.0,1.0,4,5,46
292,ایوانک,126,1397,118254000.0,3,1.0,1.0,1.0,1,5,46
293,ایوانک,110,1396,10909000.0,2,0.0,1.0,1.0,3,3,46
294,ایوانک,163,1371,77914000.0,2,1.0,1.0,1.0,4,4,46
295,ایوانک,100,1400,5300000.0,2,1.0,1.0,1.0,9,9,46
297,شریف,100,1400,12300000.0,2,1.0,1.0,1.0,3,3,77
298,ایوانک,110,1397,114545000.0,2,1.0,1.0,1.0,5,5,46
299,ایوانک,145,1380,68966000.0,3,1.0,1.0,1.0,1,4,46
300,ایوانک,153,1399,75163000.0,3,1.0,1.0,1.0,4,4,46
302,ایوانک,152,1370,96053000.0,3,1.0,1.0,1.0,4,4,46
304,ایوانک,128,1397,117188000.0,3,1.0,1.0,1.0,1,1,46
306,ایوانک,115,1389,94000000.0,3,1.0,1.0,1.0,2,4,46
307,ایوانک,140,1384,70000000.0,3,1.0,1.0,1.0,2,2,46
308,ایوانک,180,1398,144444000.0,3,1.0,1.0,1.0,4,6,46
309,بهداشت,73,1385,18904000.0,2,0.0,0.0,1.0,4,4,59
310,بهداشت,70,1376,19286000.0,2,0.0,0.0,0.0,2,2,59
313,بهداشت,58,1385,20086000.0,1,0.0,0.0,1.0,3,3,59
314,بهداشت,63,1386,21429000.0,1,0.0,1.0,0.0,3,4,59
315,بهداشت,69,1389,26812000.0,2,0.0,1.0,1.0,0,4,59
316,بهداشت,60,1395,25000000.0,1,1.0,1.0,1.0,2,5,59
317,بهداشت,52,1385,22500000.0,1,0.0,0.0,0.0,2,4,59
318,بهداشت,67,1382,19254000.0,2,0.0,0.0,1.0,3,3,59
320,بهداشت,105,1400,29524000.0,2,1.0,1.0,1.0,5,5,59
321,بهداشت,61,1383,21311000.0,1,0.0,1.0,1.0,1,4,59
323,بهداشت,90,1389,25000000.0,2,0.0,1.0,1.0,3,3,59
324,شهرک ولیعصر,100,1395,31000000.0,2,1.0,1.0,1.0,4,4,79
325,بهداشت,93,1394,25269000.0,2,1.0,1.0,1.0,2,5,59
327,بهداشت,58,1385,23276000.0,1,0.0,0.0,0.0,3,4,59
328,بهداشت,105,1400,30000000.0,2,1.0,1.0,0.0,5,5,59
329,بهداشت,74,1386,24324000.0,2,0.0,0.0,1.0,1,4,59
330,بهداشت,54,1380,16019000.0,1,0.0,0.0,0.0,3,3,59
332,بهداشت,60,1399,33000000.0,1,1.0,1.0,0.0,1,5,59
333,بهداشت,48,1386,18438000.0,1,1.0,0.0,0.0,3,4,59
335,بهداشت,84,1386,23810000.0,2,0.0,1.0,1.0,1,4,59
337,بهداشت,78,1395,31410000.0,2,1.0,1.0,1.0,4,4,59
338,بهداشت,74,1385,24000000.0,2,0.0,0.0,1.0,1,4,59
339,بهداشت,68,1391,22059000.0,2,1.0,0.0,1.0,5,5,59
340,بهداشت,108,1395,23148000.0,2,1.0,1.0,0.0,5,5,59
342,بهداشت,70,1388,20714000.0,2,0.0,0.0,1.0,1,4,59
345,بهداشت,106,1400,26038000.0,2,1.0,1.0,1.0,1,5,59
346,بهداشت,108,1400,27778000.0,2,1.0,1.0,0.0,5,5,59
347,بهداشت,135,1400,28741000.0,2,1.0,1.0,0.0,4,5,59
348,باغ فیض,63,1386,35635000.0,1,0.0,1.0,1.0,1,4,51
349,باغ فیض,61,1387,36787000.0,1,0.0,1.0,1.0,1,4,51
350,باغ فیض,68,1381,44118000.0,2,1.0,1.0,1.0,3,3,51
351,باغ فیض,100,1395,47000000.0,2,1.0,1.0,1.0,3,3,51
352,باغ فیض,113,1388,50442000.0,2,1.0,1.0,1.0,2,5,51
353,باغ فیض,55,1394,52182000.0,1,1.0,1.0,1.0,4,4,51
355,باغ فیض,77,1383,50649000.0,2,1.0,1.0,1.0,5,5,51
357,باغ فیض,53,1389,54340000.0,1,1.0,1.0,1.0,2,2,51
358,باغ فیض,86,1386,44186000.0,2,1.0,1.0,1.0,5,5,51
359,باغ فیض,95,1391,43158000.0,2,1.0,1.0,1.0,1,5,51
360,باغ فیض,84,1380,41667000.0,2,0.0,1.0,0.0,2,4,51
362,باغ فیض,106,1392,44245000.0,2,1.0,1.0,1.0,1,1,51
363,باغ فیض,110,1390,38182000.0,2,1.0,1.0,1.0,1,1,51
364,باغ فیض,112,1387,40625000.0,3,1.0,1.0,1.0,3,5,51
365,باغ فیض,43,1382,48837000.0,1,1.0,1.0,1.0,4,4,51
367,باغ فیض,75,1384,49600000.0,2,0.0,1.0,1.0,2,2,51
368,باغ فیض,65,1385,45692000.0,2,1.0,1.0,1.0,5,5,51
369,باغ فیض,75,1396,47333000.0,2,1.0,1.0,1.0,4,4,51
371,باغ فیض,56,1385,42500000.0,2,1.0,1.0,1.0,2,2,51
372,باغ فیض,80,1393,47500000.0,2,1.0,1.0,1.0,2,2,51
373,باغ فیض,65,1387,50769000.0,1,1.0,1.0,1.0,3,3,51
374,باغ فیض,80,1395,47500000.0,1,1.0,1.0,1.0,2,5,51
375,باغ فیض,62,1386,36339000.0,1,0.0,1.0,1.0,1,4,51
376,باغ فیض,95,1388,42737000.0,2,1.0,1.0,1.0,5,5,51
377,باغ فیض,74,1397,47297000.0,2,1.0,1.0,1.0,4,4,51
378,باغ فیض,64,1392,51562000.0,1,1.0,1.0,1.0,5,5,51
379,باغ فیض,89,1396,52809000.0,2,1.0,1.0,1.0,4,5,51
380,باغ فیض,79,1383,39873000.0,2,1.0,1.0,1.0,5,5,51
381,باغ فیض,60,1385,41667000.0,1,1.0,1.0,1.0,2,2,51
382,باغ فیض,84,1383,41667000.0,2,1.0,1.0,1.0,5,5,51
383,باغ فیض,100,1393,53000000.0,2,1.0,1.0,1.0,1,1,51
384,باغ فیض,135,1382,42222000.0,3,0.0,1.0,1.0,2,2,51
385,باغ فیض,77,1383,50649000.0,2,1.0,1.0,1.0,5,5,51
386,باغ فیض,101,1394,42871000.0,2,1.0,1.0,1.0,4,4,51
387,باغ فیض,126,1398,47460000.0,3,1.0,1.0,1.0,1,1,51
388,باغ فیض,93,1393,43011000.0,2,1.0,1.0,1.0,4,5,51
389,باغ فیض,57,1394,46491000.0,1,1.0,1.0,1.0,4,4,51
390,باغ فیض,73,1394,48630000.0,2,1.0,1.0,1.0,4,4,51
391,باغ فیض,62,1386,36306000.0,1,0.0,1.0,1.0,1,4,51
392,باغ فیض,115,1395,45217000.0,2,1.0,1.0,1.0,3,3,51
394,باغ فیض,56,1379,46429000.0,2,0.0,1.0,1.0,1,4,51
396,باغ فیض,100,1390,52500000.0,2,1.0,1.0,0.0,1,5,51
397,باغ فیض,66,1380,37121000.0,2,0.0,1.0,1.0,4,4,51
399,باغ فیض,110,1392,46000000.0,3,1.0,1.0,1.0,1,5,51
